snapped_at,price,market_cap,total_volume
2024-03-18 00:00:00 UTC,0.6017569017918499,306895504.7120426,148892985.28235108
2024-03-19 00:00:00 UTC,0.6017569017918499,306895504.7120426,148892985.28235108
2024-03-20 00:00:00 UTC,0.8123593281408776,411291554.22344977,2150937069.7220736
2024-03-21 00:00:00 UTC,0.8950009066923149,450265569.13478476,850842350.0575973
2024-03-22 00:00:00 UTC,0.7510770314795298,376584948.79456306,501097688.6965147
2024-03-23 00:00:00 UTC,0.6397617740406911,319545166.7481727,403240339.1382414
2024-03-24 00:00:00 UTC,0.5794149809561454,289882593.54102886,280975279.00495553
2024-03-25 00:00:00 UTC,0.585881706632711,293359009.7685018,216391751.88930058
2024-03-26 00:00:00 UTC,0.6491296771139745,323727063.72293055,290755987.8027822
2024-03-27 00:00:00 UTC,0.7645467314636063,381358271.5013593,343059524.2618641
2024-03-28 00:00:00 UTC,0.8069339282345813,403720732.71229553,295876564.3689058
2024-03-29 00:00:00 UTC,0.7047484768542492,352383997.22586787,209850056.6075647
2024-03-30 00:00:00 UTC,0.6652119511920076,331673887.770004,195850408.12905207
2024-03-31 00:00:00 UTC,0.5917569833615505,295566439.6492606,249961450.55011952
2024-04-01 00:00:00 UTC,0.6366853999672363,318345058.0879333,171389820.39028355
2024-04-02 00:00:00 UTC,0.5334550861982043,267763152.90073937,228849558.6151654
2024-04-03 00:00:00 UTC,0.46624182113378054,233865333.68062472,210873585.7229592
2024-04-04 00:00:00 UTC,0.4141059111270538,207752628.21070084,212316603.88902903
2024-04-05 00:00:00 UTC,0.4211555478622211,211144808.5231829,158403845.63295853
2024-04-06 00:00:00 UTC,0.3880179853452961,194341597.7475969,151470259.34854445
2024-04-07 00:00:00 UTC,0.4162287373395258,209059193.9363459,117274943.7299794
2024-04-08 00:00:00 UTC,0.4198227860277225,209766964.87260062,115779861.2451326
2024-04-09 00:00:00 UTC,0.43636987158588875,218148139.7158929,88483097.47374493
2024-04-10 00:00:00 UTC,0.38382176120623035,191878965.3810144,69790168.10065421
2024-04-11 00:00:00 UTC,0.3743179582514263,187035191.54885343,65461794.43593168
2024-04-12 00:00:00 UTC,0.33205250163172534,166074917.55920237,65742587.6010037
2024-04-13 00:00:00 UTC,0.24955676197532708,124573102.18654372,101933598.05390257
2024-04-14 00:00:00 UTC,0.25071210474140604,125455733.8272455,103692898.09650192
2024-04-15 00:00:00 UTC,0.3933083878007323,196943147.15733254,205634996.7117239
2024-04-16 00:00:00 UTC,0.3459586110622366,172391715.02092266,146278340.4354771
2024-04-17 00:00:00 UTC,0.3822748691842728,190566274.12690413,120997193.40492724
2024-04-18 00:00:00 UTC,0.4151725081723239,208207150.1388779,134226612.74720722
2024-04-19 00:00:00 UTC,0.41463090598962266,207891485.20146462,110455868.85230578
2024-04-20 00:00:00 UTC,0.4356841984498746,218177911.58067888,121917247.26622584
2024-04-21 00:00:00 UTC,0.3929266238996806,196270940.51770696,78039076.39611015
2024-04-22 00:00:00 UTC,0.4166399476451419,208134776.11762923,67499273.14726843
