time,open,high,low,close,SMMA,EMA,MA,MA_2,Volume
2024-05-23,0.00002555589446991993,0.00002555589446991993,0.00002555589446991993,0.00002555589446991993,NaN,NaN,NaN,NaN,0.11303910450452481
2024-05-24,0.00002555589446991993,0.000036497726232422485,0.00002555589446991993,0.000029729737165061553,NaN,NaN,NaN,NaN,3873.0121958608693
2024-05-25,0.000029729737165061553,0.000031281992137836094,0.000028869838173439564,0.000029419708412346844,NaN,NaN,NaN,NaN,1363.2522944034167
2024-05-26,0.000029419708412346844,0.00003120417757366033,0.000026974572323359877,0.000026974572323359877,NaN,NaN,NaN,NaN,1999.6555174941377
2024-05-27,0.000026974572323359877,0.000027163659265156786,0.000026931054897625715,0.000027163659265156786,NaN,NaN,NaN,NaN,126.35320598850693
2024-05-28,0.000027163659265156786,0.000027163659265156786,0.000027053770349279585,0.000027123350221751943,NaN,NaN,NaN,NaN,317.0000849116237
2024-05-29,0.000027123350221751943,0.000027123350221751943,0.000025375142883466787,0.000025647062656944385,NaN,NaN,NaN,NaN,783.7685975858863
2024-05-30,0.000025647062656944385,0.000025647062656944385,0.000025207355635469964,0.000025207355635469964,NaN,NaN,NaN,NaN,326.53459271143174
2024-05-31,0.000025207355635469964,0.000025207355635469964,0.000025029923478909645,0.000025029923478909645,NaN,NaN,NaN,NaN,6.091029643311765
2024-06-01,0.000025029923478909645,0.000025029923478909645,0.000023623208124671188,0.000023623208124671188,0.00002654744717535921,NaN,NaN,NaN,855.5072051628752
2024-06-02,0.000023623208124671188,0.000024689430917116846,0.000023623208124671188,0.000024689430917116846,0.000026361645549534978,NaN,NaN,NaN,582.4098368672002
2024-06-03,0.000024689430917116846,0.000024708014232998147,0.00002326710822564029,0.00002326710822564029,0.000026052191817145508,NaN,NaN,NaN,1002.8080015415994
2024-06-05,0.00002326710822564029,0.00002326710822564029,0.00002274005530035258,0.00002274005530035258,0.000025720978165466216,NaN,NaN,NaN,37.07690252935585
2024-06-07,0.00002274005530035258,0.00002274005530035258,0.000022607119784124807,0.000022608104800110506,0.000025409690828930645,NaN,NaN,NaN,0.9832321199712786
2024-06-09,0.000022608104800110506,0.000022608104800110506,0.00002201930405249201,0.00002201930405249201,0.000025070652151286785,NaN,NaN,NaN,41.88732920061188
2024-06-12,0.00002201930405249201,0.000022113358698153065,0.00002201930405249201,0.000022113358698153065,0.000024774922805973414,NaN,NaN,NaN,396.5409402594833
2024-06-17,0.000022113358698153065,0.000022113358698153065,0.00002038337965638102,0.00002038337965638102,0.000024335768491014175,NaN,NaN,NaN,1107.1966232314821
2024-07-01,0.00002038337965638102,0.00002038337965638102,0.000017152423972429455,0.000017152423972429455,0.000023617434039155702,NaN,NaN,NaN,1188.4402419777564
2024-07-03,0.000017152423972429455,0.000017152423972429455,0.00001537168017395228,0.00001537168017395228,0.00002279285865263536,NaN,NaN,NaN,876.2969071629376
2024-07-04,0.00001537168017395228,0.00001537168017395228,0.000013617932612724711,0.000013617932612724711,0.000021875366048644297,NaN,NaN,NaN,340.4483153181177
2024-07-28,0.000013617932612724711,0.000014258443819296787,0.000013617932612724711,0.000014258443819296787,0.000021113673825709547,NaN,NaN,NaN,0.2270416770423039
2024-08-05,0.000014258443819296787,0.000014258443819296787,0.000010850572509529596,0.000011066380819357238,0.000020108944525074315,NaN,NaN,NaN,92.23358307340541
2024-08-06,0.000011066380819357238,0.00001131777915184666,0.000010975201939805426,0.000011124054083063542,0.00001921045548087324,NaN,NaN,NaN,51.35732430110755
2024-08-07,0.000011124054083063542,0.000011124054083063542,0.000011058509118495517,0.000011058509118495517,0.000018395260844635465,NaN,NaN,NaN,93.97826213688802
2024-08-09,0.000011058509118495517,0.000013074555763916259,0.000011058509118495517,0.000013074555763916259,0.000017863190336563545,NaN,NaN,NaN,395.284266294453
2024-08-10,0.000013074555763916259,0.000013074555763916259,0.000013052191818308045,0.000013052191818308045,0.000017382090484737996,NaN,NaN,NaN,36.792010042117155
2024-08-11,0.000013052191818308045,0.00001494894334000478,0.000013052191818308045,0.00001494894334000478,0.000017138775770264675,NaN,NaN,NaN,408.64248717855764
2024-08-12,0.00001494894334000478,0.00001494894334000478,0.000014465217578566857,0.000014465217578566857,0.000016871419951094896,NaN,NaN,NaN,218.3314378054898
2024-08-13,0.000014465217578566857,0.000014644356838991944,0.000014465217578566857,0.000014644356838991944,0.0000166487136398846,NaN,NaN,NaN,14.079938666018696
2024-08-16,0.000014644356838991944,0.000014644356838991944,0.000014238117760177686,0.000014238117760177686,0.000016407654051913907,0.00002004560070343745,NaN,NaN,10.429867320269794
2024-08-17,0.000014238117760177686,0.000014238117760177686,0.000014048420049059746,0.000014205323557972789,0.000016187421002519795,0.000019668808629536505,NaN,NaN,18.321923807923966
2024-08-20,0.000014205323557972789,0.000014205323557972789,0.000013930295876370785,0.000013930295876370785,0.000015961708489904895,0.000019298582000300008,NaN,NaN,9.862067478338954
2024-08-22,0.000013930295876370785,0.00001398384921178843,0.000013930295876370785,0.00001398384921178843,0.000015763922562093246,0.000018955696013944423,NaN,NaN,52.27040160130885
2024-08-25,0.00001398384921178843,0.000014607051260336768,0.00001398384921178843,0.000014607051260336768,0.0000156482354319176,0.00001867513828790522,NaN,NaN,8.12454347420487
2024-08-27,0.000014607051260336768,0.000014607051260336768,0.000014430468646910559,0.000014430468646910559,0.000015526458753416897,0.0000184012886336475,NaN,NaN,204.19962345696354
2024-08-28,0.000014430468646910559,0.000014430468646910559,0.000014274066922189466,0.000014274066922189466,0.000015401219570294154,0.000018135016265166336,NaN,NaN,55.038820147367844
2024-08-30,0.000014274066922189466,0.000014566947313599212,0.000014274066922189466,0.000014566947313599212,0.000015317792344624657,0.000017904818268291036,NaN,NaN,5.351405180387492
2024-09-03,0.000014566947313599212,0.000014566947313599212,0.000014414946248667024,0.000014414946248667024,0.000015227507735028893,0.000017679665234766905,NaN,NaN,0.6841490963793015
2024-09-06,0.000014414946248667024,0.000014414946248667024,0.000012824371118110805,0.000012824371118110805,0.000014987194073337086,0.000017366420453047158,NaN,NaN,5.550801932278771
2024-09-07,0.000012824371118110805,0.000013358824470851603,0.000012824371118110805,0.000013274262645518939,0.000014815900930555273,0.000017102410271916304,NaN,NaN,7.034229475237549
2024-09-08,0.000013274262645518939,0.000013274262645518939,0.000012980880601696407,0.000012980880601696407,0.000014632398897669387,0.000016836505131902116,NaN,NaN,11.897378121934768
2024-09-17,0.000012980880601696407,0.000013679782195159865,0.000012980880601696407,0.000013679782195159865,0.000014537137227418434,0.000016632845587596165,NaN,NaN,4.021129456188474
2024-09-18,0.000013679782195159865,0.000013679782195159865,0.000013334145349302006,0.000013334145349302006,0.000014416838039606791,0.00001642002621738364,NaN,NaN,1.0300021363368055
2024-09-20,0.000013334145349302006,0.000013334145349302006,0.000012753246140078393,0.000012753246140078393,0.000014250478849653952,0.000016183459760783302,NaN,NaN,444.7607130642937
2024-09-21,0.000012753246140078393,0.000013046377181566808,0.000012753246140078393,0.000013046377181566808,0.000014130068682845237,0.000015981067336317723,NaN,NaN,58.960268698191896
2024-09-22,0.000013046377181566808,0.000013106115282115095,0.000013046377181566808,0.000013106115282115095,0.000014027673342772225,0.00001579558655862723,NaN,NaN,13.78281960805044
2024-09-26,0.000013106115282115095,0.000013395696028208606,0.000013106115282115095,0.000013395696028208606,0.000013964475611315862,0.00001564075491150345,NaN,NaN,0.9999693840907682
2024-09-30,0.000013395696028208606,0.000013575495876147378,0.0000107623348013959,0.0000107623348013959,0.000013644261530323866,0.000015326018130206187,NaN,NaN,739.1224721210184
2024-10-01,0.0000107623348013959,0.000011052938222626357,0.000010681310790142475,0.000010681310790142475,0.000013347966456305727,0.00001502635959213756,NaN,NaN,183.83469925049258
2024-10-02,0.000010681310790142475,0.000011186542347020876,0.000010681310790142475,0.000010871157165285777,0.000013100285527203731,0.00001475828201621164,NaN,NaN,113.40011001608673
2024-10-03,0.000010871157165285777,0.000010906936776880219,0.000010796207459224268,0.000010906936776880219,0.00001288095065217138,0.00001450980812980316,NaN,NaN,52.69451304110821
2024-10-04,0.000010906936776880219,0.000011116422758700585,0.000010906936776880219,0.000011116422758700585,0.0000127044978628243,0.00001429088004134493,NaN,NaN,6.992869386667482
2024-10-05,0.000011116422758700585,0.000013503713584648869,0.000011116422758700585,0.000013503713584648869,0.000012784419435006756,0.000014240095108654861,NaN,NaN,533.48183921341
2024-10-06,0.000013503713584648869,0.000013560741617779998,0.00001107479572753991,0.000011461119772243361,0.000012652089468730417,0.000014060806377273475,NaN,NaN,1195.1056197077105
2024-10-07,0.000011461119772243361,0.00001193593778190877,0.000009866634896197768,0.000009866634896197768,0.00001237354401147715,0.000013790214668816977,NaN,NaN,555.1494719492429
2024-10-08,0.000009866634896197768,0.000009866634896197768,0.000009838365666209075,0.000009838365666209075,0.000012120026176950343,0.000013535256668648725,NaN,NaN,47.853031245963024
2024-10-09,0.000009838365666209075,0.000009838365666209075,0.00000970074109395376,0.00000970074109395376,0.000011878097668650686,0.000013287868567055501,NaN,NaN,4.046944137183742
2024-10-10,0.00000970074109395376,0.00000970074109395376,0.000009587814735365824,0.000009597082794425956,0.000011649996181228213,0.000013049753355918111,NaN,NaN,14.806114514716118
2024-10-11,0.000009597082794425956,0.000011207873787712863,0.000009563763894783281,0.000011207873787712863,0.000011605783941876678,0.000012930922416033902,NaN,NaN,336.526531166661
2024-10-12,0.000011207873787712863,0.000011207873787712863,0.000011102847183740596,0.000011102847183740596,0.00001155549026606307,0.000012812982078466591,NaN,NaN,7.906064058713382
2024-10-13,0.000011102847183740596,0.000011102847183740596,0.000011066637923962522,0.000011066637923962522,0.000011506605031853014,0.000012700314713659877,NaN,NaN,37.328062147703676
2024-10-15,0.000011066637923962522,0.000011534135900108165,0.000011066637923962522,0.000011470138563417998,0.000011502958385009512,0.000012620948510418465,NaN,NaN,78.76972655517253
2024-10-18,0.000011470138563417998,0.000011598414540659064,0.000011407058012970366,0.000011598414540659064,0.000011512504000574467,0.000012554978576885601,NaN,NaN,5.507545061645789
2024-10-19,0.000011598414540659064,0.000011598414540659064,0.000010531836935372475,0.000010539900017649994,0.00001141524360228202,0.00001242497350854782,NaN,NaN,307.67014231343666
